Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date Time	Begin File	Avg Power Density (dB FS/Hz)	Energy (dB FS)	Max Entropy (bits)	Max Freq (Hz)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	Center Time (s)	Truth (0 or 1)	Background (kHz)	Missed (in 10s frame)	Other Disturb. Type	Detector	Frame Duration	Occupancy	Reason
6377	Spectrogram 1	1	63647.605312500	63647.626645833	200.000	2000.000	63647.6053	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	63647.6160					Band Limited Energy Detector	2	1.0000	Detection
6378	Spectrogram 1	1	63719.093312500	63719.103979167	200.000	2000.000	63719.0933	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	63719.1040					Band Limited Energy Detector	1	1.0000	Too short
6379	Spectrogram 1	1	63732.074645833	63732.085312500	200.000	2000.000	63732.0746	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	63732.0853					Band Limited Energy Detector	1	1.0000	Too short
6380	Spectrogram 1	1	63760.191979167	63760.202645833	200.000	2000.000	63760.1920	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	63760.2026					Band Limited Energy Detector	1	1.0000	Too short
6381	Spectrogram 1	1	63774.741312500	63774.751979167	200.000	2000.000	63774.7413	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	63774.7520					Band Limited Energy Detector	1	1.0000	Too short
6382	Spectrogram 1	1	63821.311979167	63821.322645833	200.000	2000.000	63821.3120	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	63821.3226					Band Limited Energy Detector	1	1.0000	Too short
6383	Spectrogram 1	1	63922.250645833	63922.261312500	200.000	2000.000	63922.2506	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	63922.2613					Band Limited Energy Detector	1	1.0000	Too short
6384	Spectrogram 1	1	63969.770645833	63969.781312500	200.000	2000.000	63969.7706	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	63969.7813					Band Limited Energy Detector	1	1.0000	Too short
6385	Spectrogram 1	1	64038.805312500	64038.815979167	200.000	2000.000	64038.8053	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64038.8160					Band Limited Energy Detector	1	1.0000	Too short
6386	Spectrogram 1	1	64052.810645833	64052.917312500	200.000	2000.000	64052.8106	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-51.62	-1.329	3.351	328.125	328.125	-38.97	64052.8640					Band Limited Energy Detector	10	0.2000	Too sparse
6387	Spectrogram 1	1	64061.119979167	64061.141312500	200.000	2000.000	64061.1200	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64061.1413					Band Limited Energy Detector	2	1.0000	Detection
6388	Spectrogram 1	1	64066.367979167	64066.378645833	200.000	2000.000	64066.3680	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	64066.3786					Band Limited Energy Detector	1	1.0000	Too short
6389	Spectrogram 1	1	64110.165312500	64110.175979167	200.000	2000.000	64110.1653	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64110.1760					Band Limited Energy Detector	1	1.0000	Too short
6390	Spectrogram 1	1	64145.162645833	64145.173312500	200.000	2000.000	64145.1626	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64145.1733					Band Limited Energy Detector	1	1.0000	Too short
6391	Spectrogram 1	1	64241.621312500	64241.695979167	200.000	2000.000	64241.6213	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-51.45	-2.539	3.351	328.125	328.125	-38.97	64241.6640					Band Limited Energy Detector	7	0.4286	Too sparse
6392	Spectrogram 1	1	64250.890645833	64250.911979167	200.000	2000.000	64250.8906	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-53.99	-9.338	3.351	328.125	328.125	-40.87	64250.9120					Band Limited Energy Detector	2	1.0000	Detection
6393	Spectrogram 1	1	64298.218645833	64298.239979167	200.000	2000.000	64298.2186	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-53.99	-9.338	3.351	328.125	328.125	-40.87	64298.2400					Band Limited Energy Detector	2	1.0000	Detection
6394	Spectrogram 1	1	64333.738645833	64333.749312500	200.000	2000.000	64333.7386	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64333.7493					Band Limited Energy Detector	1	1.0000	Too short
6395	Spectrogram 1	1	64378.111979167	64378.122645833	200.000	2000.000	64378.1120	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	64378.1226					Band Limited Energy Detector	1	1.0000	Too short
6396	Spectrogram 1	1	64401.439979167	64401.450645833	200.000	2000.000	64401.4400	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	64401.4506					Band Limited Energy Detector	1	1.0000	Too short
6397	Spectrogram 1	1	64402.357312500	64402.367979167	200.000	2000.000	64402.3573	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64402.3680					Band Limited Energy Detector	1	1.0000	Too short
6398	Spectrogram 1	1	64421.567979167	64421.621312500	200.000	2000.000	64421.5680	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-51.70	-4.829	3.351	328.125	328.125	-38.97	64421.6106					Band Limited Energy Detector	5	0.4000	Too sparse
6399	Spectrogram 1	1	64425.599979167	64425.610645833	200.000	2000.000	64425.6000	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	64425.6106					Band Limited Energy Detector	1	1.0000	Too short
6400	Spectrogram 1	1	64540.597312500	64540.607979167	200.000	2000.000	64540.5973	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	64540.6080					Band Limited Energy Detector	1	1.0000	Too short
6401	Spectrogram 1	1	64563.722645833	64563.797312500	200.000	2000.000	64563.7226	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-51.45	-2.539	3.351	328.125	328.125	-38.97	64563.7653					Band Limited Energy Detector	7	0.4286	Too sparse
6402	Spectrogram 1	1	64570.165312500	64570.207979167	200.000	2000.000	64570.1653	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-51.70	-4.829	3.351	328.125	328.125	-38.97	64570.1973					Band Limited Energy Detector	4	0.5000	Too sparse
6403	Spectrogram 1	1	64609.365312500	64609.375979167	200.000	2000.000	64609.3653	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64609.3760					Band Limited Energy Detector	1	1.0000	Too short
6404	Spectrogram 1	1	64621.621312500	64621.674645833	200.000	2000.000	64621.6213	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-51.70	-4.829	3.351	328.125	328.125	-38.97	64621.6533					Band Limited Energy Detector	5	0.6000	Detection
6405	Spectrogram 1	1	64621.770645833	64621.845312500	200.000	2000.000	64621.7706	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-51.45	-2.539	3.351	328.125	328.125	-38.97	64621.8133					Band Limited Energy Detector	7	0.5714	Too sparse
6406	Spectrogram 1	1	64641.887979167	64641.898645833	200.000	2000.000	64641.8880	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	64641.8986					Band Limited Energy Detector	1	1.0000	Too short
6407	Spectrogram 1	1	64664.607979167	64664.618645833	200.000	2000.000	64664.6080	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-57.74	-17.861	3.351	375.000	375.000	-46.66	64664.6186					Band Limited Energy Detector	1	1.0000	Too short
6408	Spectrogram 1	1	64686.005312500	64686.015979167	200.000	2000.000	64686.0053	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64686.0160					Band Limited Energy Detector	1	1.0000	Too short
6409	Spectrogram 1	1	64696.725312500	64696.735979167	200.000	2000.000	64696.7253	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64696.7360					Band Limited Energy Detector	1	1.0000	Too short
6410	Spectrogram 1	1	64747.690645833	64747.701312500	200.000	2000.000	64747.6906	CK6-1-10-2024_000H_GU-B1_16289_20240105_173602.flac	-56.33	-13.444	3.351	234.375	234.375	-42.10	64747.7013					Band Limited Energy Detector	1	1.0000	Too short
6411	Spectrogram 1	1	64914.943979167	64914.954645833	200.000	2000.000	64914.9440	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	64914.9546					Band Limited Energy Detector	1	1.0000	Too short
6412	Spectrogram 1	1	64928.885312500	64928.895979167	200.000	2000.000	64928.8853	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	64928.8960					Band Limited Energy Detector	1	1.0000	Too short
6413	Spectrogram 1	1	64948.949312500	64948.991979167	200.000	2000.000	64948.9493	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	64948.9813					Band Limited Energy Detector	4	0.7500	Detection
6414	Spectrogram 1	1	64985.973312500	64986.005312500	200.000	2000.000	64985.9733	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-45.93	-0.031	2.659	375.000	375.000	-31.00	64985.9840					Band Limited Energy Detector	3	0.6667	Detection
6415	Spectrogram 1	1	64986.101312500	64986.111979167	200.000	2000.000	64986.1013	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	64986.1120					Band Limited Energy Detector	1	1.0000	Too short
6416	Spectrogram 1	1	65027.029312500	65027.039979167	200.000	2000.000	65027.0293	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	65027.0400					Band Limited Energy Detector	1	1.0000	Too short
6417	Spectrogram 1	1	65082.538645833	65082.549312500	200.000	2000.000	65082.5386	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65082.5386					Band Limited Energy Detector	1	1.0000	Too short
6418	Spectrogram 1	1	65152.031979167	65152.042645833	200.000	2000.000	65152.0320	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	65152.0426					Band Limited Energy Detector	1	1.0000	Too short
6419	Spectrogram 1	1	65173.130645833	65173.141312500	200.000	2000.000	65173.1306	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65173.1306					Band Limited Energy Detector	1	1.0000	Too short
6420	Spectrogram 1	1	65331.871979167	65331.882645833	200.000	2000.000	65331.8720	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	65331.8826					Band Limited Energy Detector	1	1.0000	Too short
6421	Spectrogram 1	1	65333.983979167	65334.015979167	200.000	2000.000	65333.9840	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	65333.9946					Band Limited Energy Detector	3	0.6667	Detection
6422	Spectrogram 1	1	65370.943979167	65370.965312500	200.000	2000.000	65370.9440	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65370.9546					Band Limited Energy Detector	2	1.0000	Detection
6423	Spectrogram 1	1	65446.890645833	65446.901312500	200.000	2000.000	65446.8906	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65446.8906					Band Limited Energy Detector	1	1.0000	Too short
6424	Spectrogram 1	1	65516.085312500	65516.106645833	200.000	2000.000	65516.0853	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65516.0853					Band Limited Energy Detector	2	1.0000	Detection
6425	Spectrogram 1	1	65607.210645833	65607.221312500	200.000	2000.000	65607.2106	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65607.2106					Band Limited Energy Detector	1	1.0000	Too short
6426	Spectrogram 1	1	65613.642645833	65613.653312500	200.000	2000.000	65613.6426	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65613.6426					Band Limited Energy Detector	1	1.0000	Too short
6427	Spectrogram 1	1	65631.786645833	65631.797312500	200.000	2000.000	65631.7866	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65631.7866					Band Limited Energy Detector	1	1.0000	Too short
6428	Spectrogram 1	1	65909.493312500	65909.503979167	200.000	2000.000	65909.4933	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65909.4933					Band Limited Energy Detector	1	1.0000	Too short
6429	Spectrogram 1	1	65921.802645833	65921.813312500	200.000	2000.000	65921.8026	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65921.8026					Band Limited Energy Detector	1	1.0000	Too short
6430	Spectrogram 1	1	65929.589312500	65929.599979167	200.000	2000.000	65929.5893	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	65929.5893					Band Limited Energy Detector	1	1.0000	Too short
6431	Spectrogram 1	1	65995.903979167	65995.914645833	200.000	2000.000	65995.9040	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	65995.9146					Band Limited Energy Detector	1	1.0000	Too short
6432	Spectrogram 1	1	66254.175979167	66254.186645833	200.000	2000.000	66254.1760	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66254.1866					Band Limited Energy Detector	1	1.0000	Too short
6433	Spectrogram 1	1	66348.383979167	66348.394645833	200.000	2000.000	66348.3840	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66348.3946					Band Limited Energy Detector	1	1.0000	Too short
6434	Spectrogram 1	1	66351.957312500	66351.967979167	200.000	2000.000	66351.9573	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66351.9680					Band Limited Energy Detector	1	1.0000	Too short
6435	Spectrogram 1	1	66359.989312500	66360.010645833	200.000	2000.000	66359.9893	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66359.9893					Band Limited Energy Detector	2	1.0000	Detection
6436	Spectrogram 1	1	66368.074645833	66368.085312500	200.000	2000.000	66368.0746	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66368.0746					Band Limited Energy Detector	1	1.0000	Too short
6437	Spectrogram 1	1	66369.450645833	66369.461312500	200.000	2000.000	66369.4506	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66369.4506					Band Limited Energy Detector	1	1.0000	Too short
6438	Spectrogram 1	1	66386.538645833	66386.549312500	200.000	2000.000	66386.5386	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66386.5386					Band Limited Energy Detector	1	1.0000	Too short
6439	Spectrogram 1	1	66409.439979167	66409.450645833	200.000	2000.000	66409.4400	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66409.4506					Band Limited Energy Detector	1	1.0000	Too short
6440	Spectrogram 1	1	66409.919979167	66409.930645833	200.000	2000.000	66409.9200	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66409.9306					Band Limited Energy Detector	1	1.0000	Too short
6441	Spectrogram 1	1	66415.402645833	66415.413312500	200.000	2000.000	66415.4026	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66415.4026					Band Limited Energy Detector	1	1.0000	Too short
6442	Spectrogram 1	1	66423.349312500	66423.359979167	200.000	2000.000	66423.3493	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66423.3493					Band Limited Energy Detector	1	1.0000	Too short
6443	Spectrogram 1	1	66441.386645833	66441.397312500	200.000	2000.000	66441.3866	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66441.3866					Band Limited Energy Detector	1	1.0000	Too short
6444	Spectrogram 1	1	66486.239979167	66486.250645833	200.000	2000.000	66486.2400	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66486.2506					Band Limited Energy Detector	1	1.0000	Too short
6445	Spectrogram 1	1	66500.405312500	66500.415979167	200.000	2000.000	66500.4053	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66500.4160					Band Limited Energy Detector	1	1.0000	Too short
6446	Spectrogram 1	1	66522.079979167	66522.090645833	200.000	2000.000	66522.0800	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66522.0906					Band Limited Energy Detector	1	1.0000	Too short
6447	Spectrogram 1	1	66541.535979167	66541.589312500	200.000	2000.000	66541.5360	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	66541.5786					Band Limited Energy Detector	5	0.4000	Too sparse
6448	Spectrogram 1	1	66543.861312500	66543.871979167	200.000	2000.000	66543.8613	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66543.8613					Band Limited Energy Detector	1	1.0000	Too short
6449	Spectrogram 1	1	66566.346645833	66566.357312500	200.000	2000.000	66566.3466	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66566.3466					Band Limited Energy Detector	1	1.0000	Too short
6450	Spectrogram 1	1	66566.495979167	66566.506645833	200.000	2000.000	66566.4960	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66566.5066					Band Limited Energy Detector	1	1.0000	Too short
6451	Spectrogram 1	1	66603.829312500	66603.839979167	200.000	2000.000	66603.8293	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66603.8400					Band Limited Energy Detector	1	1.0000	Too short
6452	Spectrogram 1	1	66627.402645833	66627.413312500	200.000	2000.000	66627.4026	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66627.4026					Band Limited Energy Detector	1	1.0000	Too short
6453	Spectrogram 1	1	66629.215979167	66629.365312500	200.000	2000.000	66629.2160	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-45.62	5.719	2.909	281.250	281.250	-30.29	66629.2800					Band Limited Energy Detector	14	0.2857	Too sparse
6454	Spectrogram 1	1	66695.669312500	66695.679979167	200.000	2000.000	66695.6693	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66695.6800					Band Limited Energy Detector	1	1.0000	Too short
6455	Spectrogram 1	1	66700.437312500	66700.458645833	200.000	2000.000	66700.4373	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66700.4373					Band Limited Energy Detector	2	1.0000	Detection
6456	Spectrogram 1	1	66700.671979167	66700.682645833	200.000	2000.000	66700.6720	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66700.6826					Band Limited Energy Detector	1	1.0000	Too short
6457	Spectrogram 1	1	66700.799979167	66700.810645833	200.000	2000.000	66700.8000	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66700.8106					Band Limited Energy Detector	1	1.0000	Too short
6458	Spectrogram 1	1	66719.818645833	66719.829312500	200.000	2000.000	66719.8186	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66719.8186					Band Limited Energy Detector	1	1.0000	Too short
6459	Spectrogram 1	1	66737.941312500	66737.962645833	200.000	2000.000	66737.9413	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66737.9413					Band Limited Energy Detector	2	1.0000	Detection
6460	Spectrogram 1	1	66764.127979167	66764.138645833	200.000	2000.000	66764.1280	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66764.1386					Band Limited Energy Detector	1	1.0000	Too short
6461	Spectrogram 1	1	66780.565312500	66780.586645833	200.000	2000.000	66780.5653	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66780.5653					Band Limited Energy Detector	2	1.0000	Detection
6462	Spectrogram 1	1	66810.943979167	66810.954645833	200.000	2000.000	66810.9440	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66810.9546					Band Limited Energy Detector	1	1.0000	Too short
6463	Spectrogram 1	1	66842.495979167	66842.506645833	200.000	2000.000	66842.4960	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	66842.5066					Band Limited Energy Detector	1	1.0000	Too short
6464	Spectrogram 1	1	66947.733312500	66947.743979167	200.000	2000.000	66947.7333	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	66947.7333					Band Limited Energy Detector	1	1.0000	Too short
6465	Spectrogram 1	1	66990.581312500	66990.687979167	200.000	2000.000	66990.5813	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.90	5.393	2.725	281.250	281.250	-30.29	66990.6346					Band Limited Energy Detector	10	0.3000	Too sparse
6466	Spectrogram 1	1	66994.986645833	66995.007979167	200.000	2000.000	66994.9866	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	66994.9866					Band Limited Energy Detector	2	1.0000	Detection
6467	Spectrogram 1	1	67017.578645833	67017.599979167	200.000	2000.000	67017.5786	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-46.22	-1.571	2.659	375.000	375.000	-31.00	67017.5786					Band Limited Energy Detector	2	1.0000	Detection
6468	Spectrogram 1	1	67043.295979167	67043.306645833	200.000	2000.000	67043.2960	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67043.3066					Band Limited Energy Detector	1	1.0000	Too short
6469	Spectrogram 1	1	67043.647979167	67043.765312500	200.000	2000.000	67043.6480	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.90	5.393	2.725	281.250	281.250	-30.29	67043.7120					Band Limited Energy Detector	11	0.4545	Too sparse
6470	Spectrogram 1	1	67044.383979167	67044.394645833	200.000	2000.000	67044.3840	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67044.3946					Band Limited Energy Detector	1	1.0000	Too short
6471	Spectrogram 1	1	67048.970645833	67048.981312500	200.000	2000.000	67048.9706	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67048.9706					Band Limited Energy Detector	1	1.0000	Too short
6472	Spectrogram 1	1	67081.109312500	67081.119979167	200.000	2000.000	67081.1093	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67081.1200					Band Limited Energy Detector	1	1.0000	Too short
6473	Spectrogram 1	1	67082.207979167	67082.218645833	200.000	2000.000	67082.2080	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67082.2186					Band Limited Energy Detector	1	1.0000	Too short
6474	Spectrogram 1	1	67083.626645833	67083.637312500	200.000	2000.000	67083.6266	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67083.6266					Band Limited Energy Detector	1	1.0000	Too short
6475	Spectrogram 1	1	67097.493312500	67097.503979167	200.000	2000.000	67097.4933	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67097.4933					Band Limited Energy Detector	1	1.0000	Too short
6476	Spectrogram 1	1	67102.005312500	67102.047979167	200.000	2000.000	67102.0053	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.55	2.320	2.659	281.250	281.250	-30.29	67102.0373					Band Limited Energy Detector	4	1.0000	Detection
6477	Spectrogram 1	1	67102.261312500	67102.282645833	200.000	2000.000	67102.2613	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-42.95	-3.070	2.155	375.000	375.000	-31.00	67102.2720					Band Limited Energy Detector	2	1.0000	Detection
6478	Spectrogram 1	1	67103.935979167	67103.957312500	200.000	2000.000	67103.9360	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.97	-2.081	2.308	375.000	375.000	-31.00	67103.9466					Band Limited Energy Detector	2	1.0000	Detection
6479	Spectrogram 1	1	67107.114645833	67107.167979167	200.000	2000.000	67107.1146	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.36	3.298	2.666	281.250	281.250	-30.29	67107.1573					Band Limited Energy Detector	5	0.4000	Too sparse
6480	Spectrogram 1	1	67107.925312500	67107.989312500	200.000	2000.000	67107.9253	CK6-1-10-2024_000H_GU-B1_16289_20240105_183602.flac	-44.15	4.179	2.666	281.250	281.250	-30.29	67107.9680					Band Limited Energy Detector	6	1.0000	Detection
